text,language
 Indian culture ar agrason bondo na korlay din din adopoton hobay... ,anglo-bangla
 goru churi te no 1 ,anglo-bangla
 Toder babara kakara toh roz dhorson kore toder maa bonere ei kotha koite ki lojja lagere #Md Shomraat??,anglo-bangla
 bangali kisu ekta holei madarchod tor ma chudbo bole gali dei. ami toder gali dibona. tora eto bisri j bandor o toder maa chudbe na toder gosto khabe na. shippanjir choda khaiya jonmaisos to tai.... ,anglo-bangla
 Swpna dekha valo kintu je swapna pagal baniye dei sheigula theke dure thakai vlo.. #Hossain Noor ,anglo-bangla
 sotti bangladeshi der na dekhley mne hotona manus eto hassokor..jara jonmogoto vikiri..tin er chal e bari kre thakey..besir vag manus vikir tader sadh koto..amra akhno golam bltey toder e bujhi..baritey ektu khabar bachley boli jdi kno Bangladeshi thakto khabar ta ditam..toder mukh dekhley amader thutu ditey icha korey.. ,anglo-bangla
 Andalib..tor maa er guder rosh chatchi..tui ektu chatbi naki ? eshe por tor mayer room a..tor maa er dudh gulu..uffff...38 size..porishkar..ekhono tight...ki moja bole bujhate parbo na....tor alla ke o bol..moja niye jete. ,anglo-bangla
 #jaroj gula proman korlo china der kothae thik...kuttar moto gew gew r jaroj er poricoy dewa sara malu gula kicoe korte pare na ,anglo-bangla
 andalib ami tor boner vodai amar dhon disi ,anglo-bangla
 allah re chodo sara rat ,anglo-bangla
 ame dopor theke shonda porjonto try korse.tbe72 ghonta hoi ni amr dail number thik ase? ,anglo-bangla
 Toder ebar puro bichi katbo ,anglo-bangla
 Tor nam e malaun tahole ke Bolbo ,anglo-bangla
but jokhon pakisthan jati vi ra protibad kore tokhoni tara ka purus hoe jay.,anglo-bangla
 aj jodi barmai musolman nerjatito na hoea hindu nerjatito hoito tahole amr mone hoy sobar age bangla desar ,anglo-bangla
 India er picone apatoto na lege mayanmar e akta paromanobik buma car re vai........pore hisab close kora jabe. ,anglo-bangla
 Joto bangla desira aj pakistaner hoye bolche Tara vile geche ei pakistanira ki vabe bangadesi der mereche ,anglo-bangla
 mar mar valo kore mar ,anglo-bangla
 Mayanmar a ja muslim mara hoccha tar kono khoj nai.. ,anglo-bangla
 sokal sokal ato sundor akta gd news ,anglo-bangla
 ami khub khusi...cz ja banglades pare na...ti pakistan kore dakhai.... ,anglo-bangla
Dukhitto amader amon kono offer nei. Tobe amader ei offer ti royeche,anglo-bangla
 aj jodi barmai musolman nerjatito na hoea hindu nerjatito hoito tahole amr mone hoy sobar age bangla desar sorkar sobar age protibad korto... ,anglo-bangla
 1971 a pakistan 2 tukra koreche ...Abar pakistan hawa kore debo wait kor salara  .  . songe kichu kangla kutta keo  .  .  .  . vok vok kor kangla ,anglo-bangla
 Emon bave news korche jeno somoy er konthosor er bap morche .  ,anglo-bangla
 sotti bangladeshi der na dekhley mne hotona manus eto hassokor..jara jonmogoto vikiri..tin er chal e bari kre thakey..besir vag manus vikir tader sadh koto..amra akhno golam bltey toder e bujhi..baritey ektu khabar bachley boli jdi kno Bangladeshi thakto khabar ta ditam..toder mukh dekhley amader thutu ditey icha korey..=D ,anglo-bangla
 obaidul er kotha r ram sagoler matha ,anglo-bangla
 Se ki BNP na jamat? ,anglo-bangla
 kivabe pabe kaku apni to r randian na. ,anglo-bangla
 Sorkar muktijoddhader sob disse  .  digital jug .  ei lok thake koi .  mukti joddhader sob dite hobe .  emon law korte hobe je awamileague r muktijoddha Sara ei deshe keu thakte parbe na .  .   .  .  .  .  ,anglo-bangla
 Hmm ar 300 koti tader jati vaider diye asbe ar deser mokti joddara na kheye more ,anglo-bangla
 porikkhar dine vejal na bajaile valo laage na ogor ,anglo-bangla
 sinemai direct kiss koro bristi veja gan koro tokhon kisu hoi na akhon poster kharap lage dhong. ,anglo-bangla
 kothay ace ghor er mistorir nijer ghor er tuya thake na . thik temon e baba islam niye ato boro boro kotha bole ar meye deho dakhiye chole .  .  .  . ha ha ha ,anglo-bangla
 Akjon basshar baba kikore Islamic Foundationer Prodhan hoy?Ta amar bujhe asena. ,anglo-bangla
 tumi to ekta janio magi.. rate 70 tk only. ,anglo-bangla
 paca thkqai r koto kabi ,anglo-bangla
 Sakkt kura r ki lab tur jode lojja tktu oneck agay podttike kora name jate sala tu akta nilljjo bahaya.....dalal..? ,anglo-bangla
 rokin komission hisebe sunam ase jokhon tokhon ter miad barano houk ,anglo-bangla
 Mukhe kane bola boli korben zeno kew na shune ,anglo-bangla
 negatively nioo na plzzz..just tomar valor jonno mention korlam..tobuo kharap lage jodi ogrim khomaprarthii Farzana Jeny ,anglo-bangla
 Ai pic dai apne e to bol korlen admin ,anglo-bangla
 Ei sala ekta pagol tar kothar kono thik nai he is mentaly sick  ,anglo-bangla
 sob bnp r sibirer lok tai na? ,anglo-bangla
 a toh akta mod khor ,anglo-bangla
 Kuran porley je mushalman hobe amon kono kotha nei karon bortomane kuran pore pore onek dol hoeche r.nobi rashul bole Chechen 73 dol hobe er modho 72 dol bina hisabe jahanname jabe akti jabe jannate ,anglo-bangla
Mayanmarer moto ki apnader obosta korche amader sorkar?,anglo-bangla
 Jaihok..maye tar voice ta joss,anglo-bangla
Gaan tar nam kau janan ,anglo-bangla
 ei gulo ke kew atkai na keno ,anglo-bangla
 Pagol a ke na khay sagol s ke na khay ,anglo-bangla
 ei sob meye gulor jonno sob meyeder kharap kotha sunte hoy....Allah tumi eder gan daw ,anglo-bangla
 Anan Jotey dst maiya ta kintu sei pgl ,anglo-bangla
 Aita india hole dekha jeto..... ,anglo-bangla
 Ase ase onk ase ai khane na koi fasi dawar kotha p ,anglo-bangla
 Minthi Moni deko tomr moto pagol  ,anglo-bangla
 manobota kothai gelo bujhlam nah........ amra asholei nikirshto jati sheta amader desher......... proshashon... er deke takalei bujha jai ,anglo-bangla
 Chuda tora toder kotha r valo lagena .  .  .  .  Chin er kace shik ,anglo-bangla
Onugroho kore bolben ki apnar sim ti kobe ebong kivabe lock hoyeche?,anglo-bangla
 Kicuy bojlam na mone holo ichcha kore korlo amn ,anglo-bangla
 sob bador Africa ta Roptani kora hok obab kome jab ,anglo-bangla
Bistarito jante hole visit korun ,anglo-bangla
 bal marka news gulo r kotobar sunbo??bal ,anglo-bangla
 COOL. koykdin pore je are ki ki dekhte parbo Allah e valo janen ,anglo-bangla
 oi market ar sobai mile meye take khelano ucit ,anglo-bangla
 beshi moja korte gele amon e hoi haha ,anglo-bangla
 desh ar sompka apnar kono darona nay....... tader jaiga deta jabe keno punno barson korar dorkar... ,anglo-bangla
 Kor aro beshi kore kor ,anglo-bangla
 Apnader deya number onujai kotha bolar pore amake 34 tk vorte bola hoy.Ami recharge korar poreo tk pacchi na r kono offer e pelam na. ,anglo-bangla
 Dekho ami koto BIR tai na  .  koi galo..... Allah eder ke Maf koruk. ,anglo-bangla
 Yunus ahmmed tui to ekta jaroj sontan bejormar buccha nastik ,anglo-bangla
 yousuf Ahmed tor ma ke koy bete kore toke jonmo deche ,anglo-bangla
 Jobs time ba schools colleges ar joruri somoy bachanor jonno us kora hoy fun korar jonno na ok aber holo to ar ekto hole Jibon ta o chole ga to tokhon ki hoto 2 times baber sujog tuku paten na.......... ,anglo-bangla
 Ki je hocche sob jaigai musolman der upor ottachar cholche Allah tumi su bichr koro ,anglo-bangla
 Ki re Randiar bassa.busturd amader desh er enternal bapere tui kotha bolar k ,anglo-bangla
 Sokar ki tor ma lage ,anglo-bangla
 tik tai mone hocce...jodio sora sori sahajjo na korte parleo...ekta somadaner poth khuje ber korar cestso kore na...asoleto oder dutabash ke call kora ucit...jahate borborota bondho hoy.. ,anglo-bangla
 mathar chok kana janina kno,anglo-bangla
oder ai deshe dhukte dile amader,anglo-bangla
 hmm tomrao j koto valo .  government er kotha na vableo hobe.ay sorker chinta vaabna korey decision nay. oder jonno amder sober e mon kade.but amder moto gorib dese nijedr e kono jayga hoyna . koto lok raod a gumay amra adeser manus key bas sthan er babostha kokorte parina.... oder ki kore possible? ,anglo-bangla
 Amra kintu chokh rekhechiii.ebar er uttar debo.minority der upor otyachar korle charbo na. ,anglo-bangla
 Age hindu der marche muslim.ra bangladesh e seta r jabab dao ,anglo-bangla
 Sorker shudhu India ke niye ache rohingader kotha vadar somoy koi tader ,anglo-bangla
 ekdom thik ami apner sathe ek mot...jahato amr hobe na taile ami tuk karo hote dibo... ,anglo-bangla
 Taile ekta manus o thakbe na Sob Las hoye Jabe Karon keu na keu karo sathe protarona korei jacche. ... ,anglo-bangla
 R a sala love sikacco naki craime sikacco? ,anglo-bangla
 Take Allahor hate tule dewata e ucit. ,anglo-bangla
 asob kore ki lav tar vul se ak din na akdin tiki bujte parbe ,anglo-bangla
 tahole ki khadija k kobano thik chilo apnar mote ,anglo-bangla
 Marte to chai kintu partesi na.. ,anglo-bangla
 aita korte parle to aj ami onek valo thakte partam.o rokom ta to korte pari na ,anglo-bangla
 Evabe lash felle .sorkar kothay jabe. Shob taka to karagar banatei chole jabe .tokhon r ek bipod..tar cheye  . btv te advetesed din ei lokei .  mon vange.100 hat dure thakun.. ,anglo-bangla
 Bodruler moto hobe jeibune beiar nam voleia jabe ,anglo-bangla
 Are baba ki jukti.....ato juktibadi lok kothay bas kore....???? ,anglo-bangla
 chelera sob pare maramari . khun .  jor jobordosti . dhorson . etc.ata holo baje cheleder character. ,anglo-bangla
 Aber akta kotha boltay esa korsay asolay jara amon ta chinta koray tader jonno akhon amader daysay ato oporadh . rape  . khun e.t.c.ara asolay akdon narrow minder lok jon....plz change ur thinking. ,anglo-bangla
 nijer desher minorities der age rokha korun. tar por foreign dekhben ,anglo-bangla
Apnar obogotir jonno niche Airtel fan page er link ti prodan kora holo.,anglo-bangla
 Allah tumi r koto ai manus gula re kosto dibe.....plz oder dike aktu fire takao..... ,anglo-bangla
 admin ke oddessho kre boltechi .  .  .  .  . vaia emon post ki na krlei noy??karon baba hoche meyeder kache prithibir sobceye nirapode thakar ekmatro stan .  . hoyto apnar ei status pre kono meyei tar babar buke matha gutate sahoj pabe na . ,anglo-bangla
 .  .  .  .  .  . somajer ei rokom dui ekta ghotona puro somaje sonkromito hbe keno?? ,anglo-bangla
 My God eishob potitatder amra kotoi na hate kori oder ei potita hoe uthar pisone sobari korun kahini ase ja ora kawke bolte lozza pai ekhon sobcheye beshi dorkar ederke ei poth theke firie ene kono soto business koruk nahole porokale mukti nai eishob islamic kotha sunano uchit kono samazik songothon kei ei challenge ta nite hobe ,anglo-bangla
 allah ai lok tike maf kore din.age joto kharapkaj a lifto hoace ta tumi maf kore dao......rrrrrrr ai lokta jeno r kharap kaj na kore.... ,anglo-bangla
 ok vai namer gulam to ki korbe votto hoy na ja kusi tai to amar? ,anglo-bangla
 er por ta bln na editor vai ,anglo-bangla
 age nijer desher kotha vabo.pore onno deser kotha ,anglo-bangla
 Hindu der bepare kichu bolo mulla jihadi ra j marche ,anglo-bangla
 I.s.s ne a o Sorker ne rove kano tader k o bangladesh jai ga da hok ...Bnp . jamat ,anglo-bangla
 20lack Rohinga ke ai Deshe niye asbe na ki? Tate apnar ki hobe? Votar Banaben naki? Ai apnar Desh Prem? Jara 200tk r jonne manush kun kore apni tader aste dite bolcen? ,anglo-bangla
Muslim worlder r karo ki daitto nai??Saudi . Dubai . Iran tara Chup kno????dorodi vab aktu control koren ,anglo-bangla
 akono achi....bt future r kotha bolta pari na ,anglo-bangla
 jara asol prem kore tara biye kore r jara somoy katai tara biyer porei prem kore ,anglo-bangla
 jar mone prem nei se k? ,anglo-bangla
 rag korle keu jdi ta na vangiye ulto rag kore thle se rager ki kno mane ase...?? ,anglo-bangla
 post ta pora onak balo laglo.ami ar o kunodika takabo na ,anglo-bangla
 Bag Ar vitor hoyto onek important jinis silo ,anglo-bangla
 isjot gele ki r kinte pawa jay ray foinni ,anglo-bangla
 20 ta manusher moddhe ekta kharap kharap manush thakle... ,anglo-bangla
Meye kharap manush ta kei bachbe eta tadee odvut ek khomota... ,anglo-bangla
 Ekmot apnar sathe .  kintu ei ghotona dukkho jonok .  jani apnar comment tao koster bohit prokash,anglo-bangla
 Sotti valobasa sobar jibone ase na. Ar asle allaher kach theke ase. ,anglo-bangla
 Tmr barite barate asa kono loker kisu jodi tmr familyr kau curi korto taile answer ta amn hoto na.akane bager soho mobile and other jinis ar price ta boro na curi hoyata onk boro ,anglo-bangla
Tomra ki shononi sei gan...,anglo-bangla
Ami chitkar kore kadite chahiya ,anglo-bangla
 Gonotontro kothay gese .  chor nei kon deshe bolben ki ? ,anglo-bangla
 Khamba curi k korche ? Tokhon democreci chilo naki chilona? ,anglo-bangla
 Ei khane Democracy keno asbe? ,anglo-bangla
 allah .  .  banan niyeo eto kotha kon kere vai sabera??? ,anglo-bangla
 chore to churi korar jonno asche...o ki jane ata je rasto duder mani beg.o kache sobai soman. ,anglo-bangla
Ami churir pokkha na kinto bangladesh ar natara ja koti koti tk martase ta nia kono matha batha nai. ,anglo-bangla
 Asol Karon holo manusher eman nai... Tai ethics nosto hoye gese.. je jevabe pare duniya neye pore ache _  ,anglo-bangla
 Amra ja bangali sai poricoy dite lojja lagse ar ja aa bag ta curi korlo sa to curi kore cole galo kintu sa ja sara bangali jatike cor banalo ,anglo-bangla
 Midia eto kharap ekhon bolche banalir ijjot chori korche.vejal laganor ekta bebostha sristy kore ei midia. ,anglo-bangla
 ai kutta take...dhore hat kete dewa uchit ,anglo-bangla
 kisu kisu manush rupi soitan ar jonno amader puro ta desh ar bodnam hoi.... ,anglo-bangla
 Bangali dasidar abar kabe iejat chilo j jabe ora to chore e hoy ,anglo-bangla
 IJJAT ALI to kobe e mara gese ,anglo-bangla
 vai ta kobe churi hoeageche ,anglo-bangla
 Haire bangali amra r manus hote parlamna ,anglo-bangla
 Ijjot ki r ache adeshe???? ,anglo-bangla
 Chetona dhari der jaiga theke Kon chetona baaz ai kaaj korlo. ,anglo-bangla
 hay re amr sonar baangladesh.... ,anglo-bangla
 Bekar tai ekta job koreche ,anglo-bangla
 malluwan ar baccha oder dase ke Bangladeshi ra valo ase ,anglo-bangla
 ei bar Dhaka university would e number 1 hobe sala chorer dol agge goru churi korto r akhon bag. era abar naki bangali jal ke bole pani r o anek hindi ba urdu bole r nijeke bangali bole dabi kore. sala ra abar shantir dut r sankha laghu der nirjaton kora eder kaj nijer deser pm ke era maggi bole gali dey ki bujlen ??? ami ki vul bollam???? ,anglo-bangla
 Chatro liger pola .  ei jonne police kiso boltese na mone hoy  ,anglo-bangla
tai bar bar poricoy tule dhore...,anglo-bangla
 Tomar moto abali mey ra ar thike valo ki r bolba Humyra Shoma  ,anglo-bangla
kokono r aste caibena durnam to hobei,anglo-bangla
bepar na krn..r koto kicui toh event ei toh hoitechcee ,anglo-bangla
 Hai re Omanush...proyjone Desher ekjon ke mere pelti.. ,anglo-bangla
 kicho bolar vasha kujhe paschi na . amra r koto niche nambo ??,anglo-bangla
 desher sob jaygay niyom gulo calu kora hok.. ,anglo-bangla
 Oi tura mon ja cai tai ki likis ans na dily tui amar pula ,anglo-bangla
 tui ki sara jibon chele der eee baas diye jabi naki???? ,anglo-bangla
 aj o to try e kori ni . voy lage re vai . sekar voy.. ,anglo-bangla
 chelera potanor pore ta buja jay koto ta mitta boleche? ,anglo-bangla
 B.desh sorkar eto nirob keno?burma dutabesh ke recall kora hok..bisesh proyojone b.desh theke cole jete bola hok...r sob dhoroner somporko biccino kore dile b.desher kono khoty nai..burmader sovvo jati bola jay na.. ,anglo-bangla
kinto Ekhon A to Manobota dekhce..... Emon Jode Amader Jonno kao dekhato amra onek valo thaktam..... ,anglo-bangla
 Er theke sotti kotha r ny. . ,anglo-bangla
 mafuz raz toy ay koris tai sala ay gulo boley meyatherk potati. sala ,anglo-bangla
 ato boro sotto kotha boller jonno apnk onk tanxxxxx.... ,anglo-bangla
 Kichu pagol ace paltu comments kor ar moja kore ,anglo-bangla
 haaa haa haa tai naki jantam na... akn prem korle mittha kotha komu ,anglo-bangla
 Bal kor ki hobe manob bondon kore.tora jokon hindu der upor korish tokon bojish na. #Sala# ,anglo-bangla
 Kotha bolar majhe akdhoroner shalinota thaka uchit. jeta apnar nai. ata mathay rekhe kotha bolben. #Sh ohag ,anglo-bangla
 right .  jara sigaret khay tader bonobase pathiye dile sekhane bose niribili khabe ,anglo-bangla
 bah bahhhh ek bari moner kotha bollen.. ami age amar abbo re pathate chai bonobashe ,anglo-bangla
 R khabo na kono din.... ,anglo-bangla
 Kono din akta real love koiren ar jokhon se kosto diy cole jabe tokhon sudhu cigaret na aro onek kicu khaben .. tokhon cigaret e hobe life songi ,anglo-bangla
 Ami r khai na c c ,anglo-bangla
 ha haa. ki je moja meya der. ,anglo-bangla
 oh ki mojai na hobe ,anglo-bangla
 Onek din por Mahfuz vai akta khati kotha bolsen ,anglo-bangla
 ei sob osobbo manus gulo jen sobar age dojog e jay........omanus kothakar. ,anglo-bangla
 Ai khabar gulo to meye ra beshi khay tahole to ora nongra... ha ha ha  ,anglo-bangla
 Meye ra dekho chele ra emneo khai na aje baje bal chal  ,anglo-bangla
 Hahaha.......tar por o keno je fuska like kore just seeee ,anglo-bangla
 Akta o jeno bad na pore.ok ,anglo-bangla
 r jara na khay tara too purus na . mohila.mohila rao akhon khay. ,anglo-bangla
 sala deki ram sagmol.mone sob or babar taka ,anglo-bangla
 Ata khabona khub valo hoiche basai banabo choto shop a khabo vaiya good ,anglo-bangla
 Che che Ki baje scenery. ,anglo-bangla
 cc ki kore khelam. omg ,anglo-bangla
 Kotha thik .  tobe sathe ek lory cigarette dite hobe. ,anglo-bangla
 Sob chara jay fuska ki kore charbo onek kosto hobe ,anglo-bangla
 ato kichu na dekhe nije banai nije khan setai sobceye valo hobe ,anglo-bangla
 Khub boro lecture dite sikhesen....apnar moto mahfuj meyeder pise pise ghure abar se boro boro lecture day....... ,anglo-bangla
Shaad kintu change hoi na..... ,anglo-bangla
 O no ami r khabo na ,anglo-bangla
 Chiiiiii r konodin o khabo na ,anglo-bangla
 ami khabo na kono din ,anglo-bangla
 Akon theke thur Bow k bolbo   ranna moja korar a poddotita beche nite ,anglo-bangla
 Ami pic er upor comment ta krsi ,anglo-bangla
 Shobi ki evabe banai  ,anglo-bangla
Apni ei songkranto kono SMS peyechen kina onugroho kore janaben ki? ,anglo-bangla
 amdr jhograa thhle tikto hye tmi diye dba r ki bill raag kre P ,anglo-bangla
 ryt but apni eto surely blchen kivabe j jara dekhte kharap oi chelera valo hobe ,anglo-bangla
 lojja cheleder thaka dorker meyader sathe kharap kisu korta tokhon apnader lojja kothai thake ,anglo-bangla
Jik baba kosto lagie 5oo. takar M.B.1.maser.jono.budona.twabr.ritet.den.bag.kora.fb.goraperatao.bondo.koreia.laimonaki.mata.nosto. ,anglo-bangla
 Amar MA nei. Tai sob thaka sotte o maje maje bojtei pari na beche achi ki na. ,anglo-bangla
 kotha ta puro pori real na ata hobe mayar valobasha...... ,anglo-bangla
 jar ma nai tar baba thaka na thakar soman ,anglo-bangla
 Tar vastob proman ami nijeye ,anglo-bangla
 Muhammad saw er ma chilona. ,anglo-bangla
 Kemne pare nijer konna sontan hotta korte?? Samanno ekta murgi kete amr onk voi hoicilo .  sei theke murgi mansho khaoya porjnto off.. ,anglo-bangla
 Sir apni police officer jodi tai hon ta hole apnake kindly kichu katha bolte cai .  .  .  .  ,anglo-bangla
 Akta valo sotti kotha vlchen. ,anglo-bangla
 admin er ruchir prsongsa na kore parcina ,anglo-bangla
 a na holo dijital bangladesh.akei bolei sonar dehs ,anglo-bangla
 Meye cele ke celera meyeke opbad diya cara r kicu dekhina sob jagay sudu asob tar 1matro karon holo emotion je jto besi emotional se toto besi kosto pay meye cele jay blenna keno.tai bonder uddese blci apnara olpote kawke belive krbena.bastob jibon sobar jno sohoj na tobe citar batpar mitha badi tader jno sohoj. ,anglo-bangla
 Akta meyer sundor gucano jibon nsto krte akta celer chalaki r ovinoi e jotesto.....amn kicu cele ace jara sarter jonno sob pare muke darmer kota bole r kaje sob odarmo kore berai...Allah sobai k hefajot koruk.. ,anglo-bangla
 Akta meye jokhon akta chele ke lv kore tar sob tuku diye vlobase bt kosto sudhu ai khanei sei chele ta bojhe nah  ,anglo-bangla
 Chalera relation toiri korar dhik thake onk ta agiye . ta bastobe tikiya kakhar dhik diya nah.... .  .  .  . R meyera akbar jodi kono relation toiri kore pale . tahola tar sob somoy chay tader relation ta moroner ag pojjonto thak.... ,anglo-bangla
 Prem kora uchit bier por . tahole valobasar mullo pabe..mone rekho sob chelei chay tar bou ta jeno sot soritroban hoy.Tai amar onurod poralekha kore boro hou..boidho valobasar protikhay thaco.... ,anglo-bangla
 keu valobashar aga janany j sai lok ta kmon hoby..jokhon buja tokhon sob ses hoya jay jai eri nam nioti.. ,anglo-bangla
 maye manusher mone onek doia.tara jake love kore take sotti sotti love kore.kau k thokanor jonno noy ,anglo-bangla
 kivaba ja prem korta hoy.saitai to bujta perlam na.ai jonno ai porjonto prem holo na. ,anglo-bangla
 Akta chele tar mitthe vlobasai . tar akto calaki tei akta meyer sondor lifek . tar asa vorsa ajiboner jnno ses kre dite pare. ,anglo-bangla
 Edik diye ami khub valo achi . preme porechi kintu prem ekhono kora hoyni... ,anglo-bangla
 shomoyer sathe sathe cena manus golo sotti e onk ochena hoye jay ,anglo-bangla
 Jibon ta emon e. Amra meyera osohay. Tay amder niye sobay moja kore. ,anglo-bangla
 Asole amar nijer sathei akhon bortomane amon ta hosse tai ami bujhte partesi bisoy ta kotota koster ,anglo-bangla
 o eto vlobese jodi vule thakte pare thale tumi parba na kno ,anglo-bangla
 agulo r valo lage na sunte ,anglo-bangla
 Link ta din pls . purota pora hoyni ,anglo-bangla
 Li k din pls . purota pora holona ,anglo-bangla
 somay satha manus change hoi ....kub kharap holo ,anglo-bangla
 Akta celer jonno sob celeke dai kora thik na ,anglo-bangla
 Ke karo manus a bava bathela jay jane na ,anglo-bangla
 Paki k pakhir moto marbe amar Hindusthan r jaroz gedara kanbe tader bapder morone ,anglo-bangla
 Koiii amon pure kew toh amar life r ase naaa,anglo-bangla
Bt opposite ta amar sathe ghote ,anglo-bangla
 Thik ase to. na korle khaben ki? ,anglo-bangla
 ai age ta asolei khub kharap ki korbe na korbe na bebei faltu preme jorai sob ses kore dei...tai apuder pls smy thakte faltu preme joria nijek ses korona...jar jonno tumi kadcho akdin dekhbe se kede kul o pabena but tokhon hoito 2mr r oisob dekhar time thakbena..so age career then onno kichu ,anglo-bangla
 DC khub valo moner manus....valo manuser pichone onk onk soitan lege thake..... ,anglo-bangla
Ei offer ti poroborti nirdeshona na deya porjonto chalu thakbe.,anglo-bangla
 Beyar age prem kora haram akotha bujona keno beyar age shob dyedila akhon ki korba ,anglo-bangla
 kothay ase na..vabiya korio kaj..kuntu kaj hoye gele r vabar ki ase..nasib e etai lekha ase.. ,anglo-bangla
 Chiiii Seta ami ki jani jara eshob kore tader ask korle to hoy . ,anglo-bangla
 Hmm maye gulu to seleder satha jate chai taila ki korar bolen ,anglo-bangla
 Bishash bole ja cilo sob uthe gelo....c ,anglo-bangla
 Prem korar darkar ki chilo maa baba jeta thik kore seta sona darkar ,anglo-bangla
 Akn moja tar paw. Tokn to mojay laglcilo. ,anglo-bangla
 thanks ato sundor hadis ta jananor jonno ,anglo-bangla
 Photo dia meyetar privacy nosto korar maneta ki ,anglo-bangla
Pls sobai k bolo na ,anglo-bangla
 Very Good karon ay sb chele to valo .  .  .  ,anglo-bangla
 Onek sundor likhesen. Khub khub valo legese. Protidin a rokom   uncomon kobita   asa korsi apner kase. ,anglo-bangla
 celera ar koto valo hota pare ,anglo-bangla
 Sikkhokra jodi dalaler moto kaz Kore tahole prithibite sikkha bole kick thakbe na. ,anglo-bangla
 Oi seler kono ma er gorve jonmo hoyni...jode hoto tobe akta meye k avabe osonman kortona. ,anglo-bangla
Registration er jonno amader 3 ti offer royeche. Apni ei 3 ti offer er moddhe jekono ekti avail korte parben.,anglo-bangla
 Ajj to amar atay hoye6e ,anglo-bangla
Ar caye sundor mayedar t bd tai koto dekhe. ,anglo-bangla
 Mekup korle bandor keo sundor lagbe.... ,anglo-bangla
 Dost Ami ja boli sotti .. ,anglo-bangla
 So sad...Meyetake chare din karon meyeta hoyto peter jalai churi koreche....dunia ta khub sarthopor bhai ,anglo-bangla
 oi mea ta to dakat na je mea ta dakat cilo take dorte pareni akhono............. ,anglo-bangla
 Ore bsba amader muslimar e ki hlo.... ,anglo-bangla
 2ra sob somoy mitta kobor psar kor eta sotti na mitta ke jane ,anglo-bangla
 Churi kare nia palale Ami khusi hotam....Ara bekar chhele ki karbe... ,anglo-bangla
 kela kela koto ki dakbo ,anglo-bangla
 ow khub vlo akta chele dstw ,anglo-bangla
 Jai hok valo kore handle koris dst ...best of luck. ,anglo-bangla
 doa koris succes jeno hote pari ar bie o jeno or sathei krte pari joto din porei bie kori na kno ,anglo-bangla
 Kintu sei valobasar moddhe olpo kicu oviman thake ja thekei jay ajibon..... ,anglo-bangla
 2mi onek lakhi karun 2mai miss korlef 2mr kase kono notification jai na jodi jeto tahole 2mi ghumate parte na. ,anglo-bangla
 Hm..jar jonno ato valobasha say attu bujlai hoy.. ,anglo-bangla
 asole sobai ki sobar vlobasa boje ,anglo-bangla
 Ata kono mar kaj na ,anglo-bangla
 kon jai gai ki coment korte hoy ata o jano na ,anglo-bangla
 Valolaglona. Jodi borolok gorib howar karon eto kecu hoy tobe allah k valobasha holo kothay? ,anglo-bangla
 Dariddrota aushar karon gulo koth theke peyechen ?? I mean kon hadish ba islam er kothai peyechen?? Aktu kosto kore reference gulo dile upokkrito hoboo....... #admin ,anglo-bangla
 Allah amader jeno sokol pap kaj theke dure rakhen..AMIN... ,anglo-bangla
 baler post american .  english .  indian .  German ra to sobai dariye posab kore tar poro ora koto dhoni rich .  r muslim countryr lokera bose posab kore tarpor sob fokinni marka khali Soudi arab .  uae bad diye ,anglo-bangla
 taile tor dorme onno meyeder kisu bola jai na but ma k kora jai sala madarchod ,anglo-bangla
 jodi kono lok jukti torko te kishu jante icca hoy amar sathe juktite aste paren celeder meyeder karo matha chikon mota agulor dorkar hobena dorkar sudu janar nijeke pocar korar dorkar nai nijeke boro korar dorkar nai ,anglo-bangla
 a ta ki hadis..? Hadis hole a tar rabi goner kono kisu ullekh nei kano? ,anglo-bangla
 Hadish nmbr ta bolle valo hoito mon gora post theke biroto thakun $ ,anglo-bangla
 taratari namaj pora blte ki bjhano hoyece??druto nmj pora nki owakter agei nmj pora?? ,anglo-bangla
 oi tui kon hadise paicos? ,anglo-bangla
 vi ei tar reference dao jaba ki?? ,anglo-bangla
 Islam e chele ra bose proshrab kore ar meye ra dariye proshrab kore... .  ,anglo-bangla
 rite bondo namaz manus r jibon ke sundor kore tole ,anglo-bangla
 Allah tumi amader hadiet koro ,anglo-bangla
 Video gulo ki mittha .. ,anglo-bangla
 kottheke je ase SALARA amar.tui SALA ek pagole sobaike pagol banate chas naki.sobai ki tor moto ganja khur vhavli ki kore.HALAR PUTH ,anglo-bangla
 Allah tumi amader besi besi nek amol korar towfik dan koro........ ,anglo-bangla
 Nilima Akhi tomar dudh khabo ,anglo-bangla
 ai kotha gulor vitti ki .  .  .  . ??? ,anglo-bangla
 ata ki kono hadis theke paoya .  jodi hoy tobe obosoi bolben kon hadis and koto no ,anglo-bangla
 shikkhonio bisoy....share korar jnno dhonnobad... ,anglo-bangla
 Amin amader sobaike ei sob amol korar toufik dik.  ,anglo-bangla
 Manus k ottachar kora kono dhormer ee hote pare na...kicu din agae nijer desher hindu der upor jokn ottachor holo tokn apnadr ai manobota koi gelo...amdr uchit agae nijer bivek bod k thik kora.. ,anglo-bangla
 bah.. eto dine ekta darun post korechen admin.. jai hok amra sobai shanti chai.. ,anglo-bangla
 tahole je video gulo sarche seta ki computer ar madhome koreche . ,anglo-bangla
